"tconst","title","release_year","release_date","budget","worldwide_box_office","domestic_box_office","foreign_box_office","imdb_raiting","numvotes","genre"
tt0099460,Downtown,1990,1990-01-12,"0",2346150.0,2346150.0,,5.60,2003,Action
tt0240462,Dr. Dolittle 2,2001,2001-06-22,"70000000",176104352,112952896,63151444,4.70,45395,Comedy
tt0104139,Dr. Giggles,1992,1992-10-23,"0",8403433.0,8403433.0,,5.20,6409,Comedy
tt0112895,Dr. Jekyll and Ms. Hyde,1995,1995-08-25,"8000000",2763020.0,2763020.0,,4.50,2886,Comedy
tt0205271,Dr. T & the Women,2000,2000-09-13,"12000000",22844292,13113041,9731250.0,4.70,19730,Comedy
tt0103874,Dracula,1992,1992-11-13,"40000000",82522792,82522792,,7.40,215714,Drama
tt0079073,Dracula,1979,1979-07-20,"0",20158970,20158970,,6.50,10089,Drama
tt0219653,Dracula 2000,2000,2000-12-22,"28000000",47053624,33022768,14030858,4.90,34055,Action
tt0829150,Dracula Untold,2014,2014-10-01,"70000000",217124288,56280356,160843920,6.20,194724,Action
tt0112896,Dracula: Dead and Loving It,1995,1995-12-22,"0",10772144,10772144,,5.80,41965,Comedy
tt2223990,Draft Day,2014,2014-04-11,"25000000",29824200,28842236,981962.0,6.80,60649,Drama
tt1127180,Drag Me to Hell,2009,2009-03-15,"30000000",90842648,42100624,48742020,6.60,202988,Horror
tt0092925,Dragnet,1987,1987-06-25,"20000000",57387516,57387516,,6.00,34759,Comedy
tt1718199,Dragon,2011,2011-07-04,"0",29140858,,29140858,7.00,14974,Action
tt7961060,Dragon Ball Super: Broly,2018,,,115757936,30712120,85045824,7.70,27579,Action
tt2263944,Dragon Ball Z: Battle of Gods,2013,2013-03-30,"0",50461372,2553002.0,47908368,7.10,28206,Action
,"Dragon Ball Z: Resurrection ""F""",2015,,,61768192,8008363.0,53759828,,,
tt3672840,Dragon Blade,2015,2015-02-19,"65000000",122593848,74068.0,122519784,5.90,20049,Action
tt0372873,Dragon Wars: D-War,2007,2007-02-08,"70000000",75108816,10977721,64131096,3.50,24560,Action
tt0106770,Dragon: The Bruce Lee Story,1993,1993-05-07,"14000000",35113744,35113744,,7.00,31239,Action
tt0116136,DragonHeart,1996,1996-05-31,"57000000",51367376,51367376,,6.40,97588,Action
tt1098327,Dragonball Evolution,2009,2009-04-01,"100000000",55720772,9362785.0,46357988,2.60,74729,Action
tt0259288,Dragonfly,2002,2002-02-22,"60000000",52323400,30323400,22000000,6.10,38662,Drama
tt0082288,Dragonslayer,1981,1981-06-26,"18000000",14110013,14110013,,6.60,18168,Action
tt1462041,Dream House,2011,2011-09-30,"50000000",39984400,21302340,18682060,6.00,66975,Drama
tt0090970,Dream Lover,1986,,,502237.0,502237.0,,4.80,604,Crime
tt0097236,Dream a Little Dream,1989,1989-03-03,"0",5552441.0,5552441.0,,5.70,7195,Comedy
tt0285531,Dreamcatcher,2003,2003-03-21,"68000000",75715440,33715436,42000000,5.50,92816,Drama
tt0089052,Dreamchild,1985,1985-10-04,"0",1215923.0,1215923.0,,6.70,1616,Biography
,Dreamer,2005,,,38741732,32751092,5990639.0,,,
tt0443489,Dreamgirls,2006,2006-12-25,"70000000",155430336,103365952,52064380,6.60,73977,Drama
tt0100998,Dreams,1990,1990-05-11,"0",1963207.0,1963207.0,,7.70,26582,Drama
tt0087175,Dreamscape,1984,1984-08-15,"0",12145169,12145169,,6.30,16824,Action
tt1343727,Dredd,2012,2012-09-07,"50000000",41037744,13414714,27623028,7.10,274337,Action
tt0080661,Dressed to Kill,1980,1980-06-25,"6500000",31899000,31899000,,7.10,41927,Crime
tt0817538,Drillbit Taylor,2008,2008-03-20,"40000000",49944324,32862104,17082220,5.70,60654,Action
tt0780504,Drive,2011,2011-08-06,"15000000",76976664,35061556,41915112,7.80,631869,Action
tt1502404,Drive Angry,2011,2011-02-24,"50000000",40909908,10721033,30188876,5.40,99666,Action
tt0164114,Drive Me Crazy,1999,1999-10-01,"8000000",22593408,17845336,4748072.0,5.70,19863,Comedy
tt0132245,Driven,2001,2001-04-27,"94000000",54744736,32720064,22024672,4.60,41409,Action
tt0097239,Driving Miss Daisy,1989,1989-12-13,"7500000",106593296,106593296,,7.30,109882,Comedy
tt1237958,Drop,2009,2009-03-20,"0",19611028,,19611028,6.50,324,Action
tt0101775,Drop Dead Fred,1991,1991-04-19,"6788000",13878334,13878334,,5.90,29475,Comedy
tt0157503,Drop Dead Gorgeous,1999,1999-07-23,"10000000",10571408,10571408,,6.60,37470,Comedy
tt0109675,Drop Squad,1994,,,734693.0,734693.0,,4.80,621,Drama
tt0109676,Drop Zone,1994,1994-12-08,"45000000",28735316,28735316,,5.60,20660,Action
tt0186045,Drowning Mona,2000,2000-03-03,"16000000",15906764,15506764,400000.0,5.70,14741,Comedy
,Drowning by Numbers,1991,,,424773.0,424773.0,,,,
,Drug War,2013,,,24676340,128195.0,24548146,,,
tt0097240,Drugstore Cowboy,1989,1989-09-09,"2500000",4729352.0,4729352.0,,7.30,37325,Crime
tt0303933,Drumline,2002,2002-12-13,"20000000",57588484,56399184,1189301.0,5.90,34770,Comedy
tt0099472,DuckTales the Movie: Treasure of the Lost Lamp,1990,1990-08-03,"0",18115724,18115724,,6.80,27017,Adventure
tt6461514,Duckweed,2017,2017-01-28,"0",152894272,471575.0,152422688,6.40,1408,Comedy
tt0242423,"Dude, Where's My Car?",2000,2000-12-15,"13000000",73180720,46729800,26450924,5.50,140233,Comedy
tt0160236,Dudley Do-Right,1999,1999-08-27,"70000000",9974410.0,9974410.0,,3.90,10745,Comedy
tt1231583,Due Date,2010,2010-11-04,"65000000",211780832,100539040,111241784,6.50,343033,Comedy
tt0134630,Duets,2000,2000-09-09,"0",6620242.0,4739023.0,1881219.0,6.10,9664,Comedy
tt0109686,Dumb and Dumber,1994,1994-12-16,"16000000",127175664,127175376,294.0,7.30,383201,Comedy
tt2096672,Dumb and Dumber To,2014,2014-11-12,"40000000",169837008,86208008,83629000,5.60,137613,Comedy
tt0329028,Dumb and Dumberer: When Harry Met Lloyd,2003,2003-06-13,"19000000",39267516,26276464,12991050,3.40,40010,Comedy
tt3861390,Dumbo,2019,,,353284608,114766304,238518320,6.30,75568,Adventure
tt0087182,Dune,1984,1984-12-14,"40000000",30925690,30925690,,6.30,161696,Action
tt0190374,Dungeons & Dragons,2000,2000-12-08,"35000000",33978696,15391970,18586724,3.60,33651,Action
tt5013056,Dunkirk,2017,2017-07-19,"100000000",525245536,188045552,337200000,7.80,647488,Action
tt0116151,Dunston Checks In,1996,1996-01-12,"16000000",9871065.0,9871065.0,,5.30,12700,Adventure
tt0266489,Duplex,2003,2003-09-26,"40000000",19322136,9692135.0,9630000.0,5.90,58209,Comedy
tt1135487,Duplicity,2009,2009-03-19,"78146652",78176184,40572824,37603356,6.10,50507,Comedy
tt0101786,Dutch,1991,1991-07-19,"17000000",4603929.0,4603929.0,,6.50,12858,Comedy
tt0101787,Dying Young,1991,1991-06-20,"0",33669176,33669176,,6.00,16429,Drama
tt7362036,Dying to Survive,2018,,,451176640,,451176640,7.80,6397,Comedy
tt3347976,Dügün Dernek,2013,,,36185740,,36185740,7.00,22555,Comedy
tt5114588,Dügün Dernek 2: Sünnet,2015,2015-12-04,"0",25836668,,25836668,6.30,10500,Comedy
tt0083866,E.T. the Extra-Terrestrial,1982,1982-04-03,"10500000",359197024,359197024,,7.90,405971,Adventure
,E.T. the Extra-Terrestrial 1985 Re-release,1985,,,40607504,40607504,,,,
,E.T. the Extra-Terrestrial 20th Anniversary,2002,,,69177752,35306016,33871736,,,
tt1059786,Eagle Eye,2008,2008-09-25,"80000000",178767376,101440744,77326640,6.60,187167,Action
tt4701724,Early Man,2018,,,54622816,8267544.0,46355272,6.10,22268,Adventure
tt0393597,Earth,2007,2007-04-22,"15000000",108975160,32011576,76963584,7.90,14552,Documentary
,Earth Girls Are Easy,1989,,,3916303.0,3916303.0,,,,
tt2183034,Earth to Echo,2014,2014-06-14,"13000000",45681064,38934840,6746220.0,5.70,19153,Adventure
,East Is East,2000,,,4177818.0,4177818.0,,,,
,East/West,2000,,,2321029.0,2321029.0,,,,
tt0765443,Eastern Promises,2007,2007-09-14,"51500000",56106608,17266000,38840608,7.60,242552,Crime
tt1282140,Easy A,2010,2010-09-10,"8000000",75026216,58401464,16624752,7.00,389245,Comedy
tt0085470,Easy Money,1983,1983-08-19,"0",29309766,29309766,,6.20,9290,Comedy
tt0111797,Eat Drink Man Woman,1994,1994-08-03,"0",7294403.0,7294403.0,,7.80,21174,Comedy
tt0879870,Eat Pray Love,2010,2010-08-12,"60000000",204594016,80574008,124020008,5.80,97380,Biography
tt0099480,Eating,1990,1990-11-30,"0",2100538.0,2100538.0,,6.20,302,Comedy
tt0116165,Ed,1996,1996-03-15,"0",4422380.0,4422380.0,,2.70,8598,Comedy
tt0109707,Ed Wood,1994,1994-09-27,"18000000",5887457.0,5887457.0,,7.80,176155,Biography
tt0116168,Eddie,1996,1996-05-31,"0",31387164,31387164,,5.10,11066,Comedy
tt0092948,Eddie Murphy: Raw,1987,1987-11-25,"0",50504656,50504656,,7.60,19824,Comedy
tt0085475,Eddie and the Cruisers,1983,1983-09-23,"0",4786789.0,4786789.0,,6.90,7622,Drama
tt0097262,Eddie and the Cruisers II: Eddie Lives!,1989,1989-01-01,"0",536508.0,536508.0,,6.10,3015,Drama
,Eddie the Eagle,2016,,,46152800,15789389,30363412,,,
tt1226273,Edge of Darkness,2010,2010-01-29,"80000000",81126520,43313888,37812632,6.60,94817,Action
tt1631867,Edge of Tomorrow,2014,2014-05-27,"178000000",370541248,100206256,270335008,7.90,670218,Action
tt0131369,Edtv,1999,1999-03-26,"80000000",35242896,22431896,12811000,6.10,43594,Comedy
tt0085478,Educating Rita,1983,1983-09-21,"0",14648076,14648076,,7.20,14101,Comedy
,Edward II,1992,,,694438.0,694438.0,,,,
tt0099487,Edward Scissorhands,1990,1990-12-05,"20000000",56362352,56362352,,7.90,485941,Drama
tt9735672,Eiga Doraemon: Nobita no getsumen tansaki,2019,,,65406608,,65406608,6.70,801,Action
tt1817186,Eiga Kaibutsukun,2011,,,39766344,,39766344,5.30,54,Adventure
tt0397313,Eight Below,2006,2006-02-17,"40000000",120455992,81612568,38843428,7.30,65044,Adventure
tt0271263,Eight Crazy Nights,2002,2002-11-27,"0",23833132,23586598,246533.0,5.30,23306,Animation
tt0271367,Eight Legged Freaks,2002,2002-07-17,"0",45867332,17322606,28544728,5.50,57443,Action
tt0095082,Eight Men Out,1988,1988-09-02,"0",5680515.0,5680515.0,,7.20,20546,Drama
,El Mariachi,1993,,,2040920.0,2040920.0,,,,
tt0126886,Election,1999,1999-04-23,"0",14902041,14902041,,7.30,97419,Comedy
tt0087197,Electric Dreams,1984,1984-07-20,"0",2193612.0,2193612.0,,6.40,9046,Comedy
tt0357277,Elektra,2005,2005-01-13,"43000000",56995648,24409722,32585924,4.70,93294,Action
tt0089079,Eleni,1985,,,305102.0,305102.0,,6.90,1546,Drama
tt0363589,Elephant,2003,2003-05-18,"3000000",10012022,1266955.0,8745067.0,7.10,91675,Crime
tt0319343,Elf,2003,2003-10-09,"32000000",220443456,173398512,47044932,7.00,264517,Adventure
tt0091003,Eliminators,1986,,,4601256.0,4601256.0,,4.80,2313,Action
tt1555149,Elite Squad 2: The Enemy Within,2010,2010-10-08,"0",63618848,100119.0,63518732,8.00,83164,Action
tt0127536,Elizabeth,1998,1998-09-13,"30000000",82150640,30082700,52067944,7.40,99391,Biography
tt0414055,Elizabeth: The Golden Age,2007,2007-09-09,"55000000",75782760,16383509,59399248,6.80,71663,Biography
tt0368709,Elizabethtown,2005,2005-10-06,"57000000",52164016,26850426,25313590,6.30,70424,Comedy
tt0327679,Ella Enchanted,2004,2004-04-09,"31000000",27388768,22918388,4470380.0,6.30,68696,Comedy
tt1668200,Elle s'appelait Sarah,2010,2010-09-16,"10000000",24792816,7693187.0,17099628,7.50,17227,Drama
tt0095088,Elvira: Mistress of the Dark,1988,1988-09-30,"0",5596267.0,5596267.0,,6.50,18192,Comedy
tt0180668,Elvis Gratton II: Miracle à Memphis,1999,,,3316272.0,3316272.0,,5.80,1031,Comedy
tt1535108,Elysium,2013,2013-08-07,"115000000",286140704,93050120,193090576,6.60,445631,Action
tt0116191,Emma,1996,1996-08-02,"6000000",22231658,22231658,,6.60,39308,Comedy
tt0262396,Empire,2002,2002-12-06,"4000000",18591272,17600424,990849.0,5.90,7638,Crime
tt0092965,Empire of the Sun,1987,1987-12-09,"35000000",22238696,22238696,,7.70,125605,Drama
tt0424993,Employee of the Month,2006,2006-10-06,"12000000",38528984,28444856,10084129,5.50,48086,Comedy
tt0461770,Enchanted,2007,2007-11-20,"85000000",340487648,127807264,212680384,7.10,198046,Adventure
,Enchanted April,1992,,,13200170,13200170,,,,
tt0104187,Encino Man,1992,1992-05-22,"0",40693476,40693476,,5.80,40840,Comedy
,Encounter in the Third Dimension,1999,,,38171556,7195792.0,30975764,,,
tt0146675,End of Days,1999,1999-11-24,"100000000",211989040,66889044,145100000,5.80,111006,Action
tt1855199,End of Watch,2012,2012-09-20,"7000000",55078144,41003372,14074775,7.60,247742,Action
tt0083885,Endangered Species,1982,1982-09-10,"0",1474249.0,1474249.0,,5.80,1029,Drama
tt1731141,Ender's Game,2013,2013-10-23,"110000000",125544024,61737192,63806832,6.60,240257,Action
tt2318092,Endless Love,2014,2014-02-12,"20000000",34718172,23438250,11279923,6.20,45177,Drama
tt0082329,Endless Love,1981,1981-07-17,"0",32492674,31184024,1308650.0,4.90,8669,Drama
,Endless Winter,1995,,,1966454.0,1966454.0,,,,
tt0097276,"Enemies, A Love Story",1989,1989-12-13,"0",7754571.0,7754571.0,,6.60,2330,Comedy
tt0089092,Enemy Mine,1985,1985-12-12,"40000000",12303411,12303411,,6.80,48153,Action
tt0215750,Enemy at the Gates,2001,2001-03-13,"68000000",96976272,51401760,45574512,7.60,261695,Action
tt0120660,Enemy of the State,1998,1998-11-20,"90000000",250849792,111549840,139299952,7.30,243992,Action
,Enigma 2001 Re-release,2001,,,15705007,4301582.0,11403425,,,
tt0278435,Enough,2002,2002-05-24,"38000000",51806184,40007744,11798442,5.70,43903,Crime
tt2390361,Enough Said,2013,2013-09-18,"0",25288872,17550872,7738000.0,7.00,63217,Comedy
tt1674771,Entourage,2015,2015-06-03,"30000000",49263404,32363404,16900000,6.50,80199,Comedy
tt0137494,Entrapment,1999,1999-04-29,"66000000",212404400,87704400,124700000,6.30,116228,Action
,Entre Nous,1984,,,3974975.0,3974975.0,,,,
tt0326856,Envy,2004,2004-04-30,"40000000",14494036,13562325,931711.0,4.80,31258,Comedy
tt0848537,Epic,2013,2013-05-15,"100000000",268426640,107518680,160907952,6.60,105500,Action
tt0799949,Epic Movie,2007,2007-01-25,"20000000",87238160,39739368,47498792,2.40,105811,Adventure
tt0449010,Eragon,2006,2006-12-14,"100000000",250425504,75030160,175395344,5.10,126723,Action
tt0116213,Eraser,1996,1996-06-21,"100000000",101295560,101295560,,6.20,111809,Action
tt0097289,Erik the Viking,1989,1989-09-22,"0",1932642.0,1932642.0,,6.10,13854,Adventure
tt0195685,Erin Brockovich,2000,2000-03-17,"52000000",256271280,125595208,130676080,7.40,197039,Biography
tt0216741,Erkan & Stefan,2000,,,4026949.0,,4026949.0,4.90,2271,Comedy
tt0092974,Ernest Goes to Camp,1987,1987-05-22,"3000000",23509382,23509382,,5.40,11649,Comedy
tt0099512,Ernest Goes to Jail,1990,1990-04-06,"0",25029568,25029568,,5.40,9555,Comedy
tt0106827,Ernest Rides Again,1993,1993-01-01,"0",1450029.0,1450029.0,,4.70,2248,Comedy
tt0095107,Ernest Saves Christmas,1988,1988-11-11,"6000000",28202108,28202108,,5.60,11503,Comedy
tt0101821,Ernest Scared Stupid,1991,1991-10-11,"0",14143280,14143280,,5.70,11673,Comedy
tt1245762,Escape Captivity: The Movie,2008,,,41550984,,41550984,5.40,91,Thriller
tt1211956,Escape Plan,2013,2013-10-09,"50000000",137328304,25135964,112192336,6.70,242596,Action
tt5886046,Escape Room,2019,,,155712080,57005600,98706480,6.40,121361,Action
tt0079116,Escape from Alcatraz,1979,1979-06-22,"8000000",43000000,43000000,,7.60,134061,Action
tt0116225,Escape from L.A.,1996,1996-08-09,"50000000",25477364,25477364,,5.70,75035,Action
tt0082340,Escape from New York,1981,1981-05-22,"6000000",25244626,25244626,,7.10,142096,Action
,Escape from Planet Earth,2013,,,74597640,57012976,17584666,,,
tt1753976,Eternal Moment,2011,,,30186160,,30186160,5.50,317,Drama
tt0338013,Eternal Sunshine of the Spotless Mind,2004,2004-03-19,"20000000",74036712,34400300,39636416,8.30,996038,Drama
,Eureka,1984,,,123572.0,123572.0,,,,
tt0356150,EuroTrip,2004,2004-02-20,"25000000",22605152,17771388,4833766.0,6.60,209633,Comedy
,Europa,1992,,,1007001.0,1007001.0,,,,
,Europa Europa,1991,,,5575738.0,5575738.0,,,,
tt5827590,Europe Raiders,2018,,,22435156,,22435156,4.70,469,Action
tt0413099,Evan Almighty,2007,2007-06-09,"175000000",174440720,100462296,73978424,5.40,147731,Comedy
tt0860906,Evangelion: 2.0 You Can (Not) Advance,2009,2009-06-26,"0",41162040,133640.0,41028400,7.90,21647,Action
tt0860907,Evangelion: 3.0 You Can (Not) Redo,2012,2012-11-17,"0",60488344,174945.0,60313400,6.90,15512,Action
tt0101831,Eve of Destruction,1991,1991-01-18,"13000000",5451119.0,5451119.0,,4.90,2310,Action
tt0119080,Eve's Bayou,1997,1997-09-07,"0",14842388,14842388,,7.20,10262,Drama
,Even Cowgirls Get the Blues,1994,,,1708873.0,1708873.0,,,,
tt0765447,Evening,2007,2007-06-09,"0",20016752,12492481,7524272.0,6.40,13657,Drama
tt0119081,Event Horizon,1997,1997-08-15,"60000000",26673242,26673242,,6.60,179285,Horror
tt0120631,Ever After: A Cinderella Story,1998,1998-07-31,"26000000",98005664,65705772,32299896,7.00,75848,Comedy
tt2719848,Everest,2015,2015-09-10,"55000000",203427584,43482272,159945312,7.10,217299,Action
,Everest,1998,,,87178600,87178600,,,,
tt0091019,Every Time We Say Goodbye,1986,,,278623.0,278623.0,,5.80,2531,Drama
tt0077523,Every Which Way but Loose,1978,1978-12-19,"5",85196488,85196488,,6.30,27596,Action
tt0099520,Everybody Wins,1990,1990-01-19,"0",1372350.0,1372350.0,,5.10,1214,Drama
tt0095119,Everybody's All-American,1988,1988-11-04,"0",12638294,12638294,,6.20,3272,Drama
,Everybody's Fine,1991,,,1745470.0,1745470.0,,,,
tt0116242,Everyone Says I Love You,1996,1996-12-06,"20000000",9759200.0,9759200.0,,6.70,37401,Comedy
tt5001718,"Everything, Everything",2017,2017-05-19,"10000000",61621140,34121140,27500000,6.30,38941,Drama
tt1288558,Evil Dead,2013,2013-04-05,"17000000",97542952,54239856,43303096,6.50,171254,Horror
tt0092991,Evil Dead II,1987,1987-03-13,"3600000",5923044.0,5923044.0,,7.70,163711,Comedy
tt0083908,Evil Under the Sun,1982,1982-03-05,"0",6110000.0,6110000.0,,7.00,17290,Crime
tt0116250,Evita,1996,1996-12-14,"55000000",68265840,50047180,18218658,6.30,35898,Biography
tt0251075,Evolution,2001,2001-06-08,"80000000",98376288,38345496,60030800,6.10,129270,Comedy
,Ex Machina,2015,,,36869416,25442958,11426456,,,
tt5297596,Ex-Files 2: The Backup Strikes Back,2015,,,39108292,,39108292,4.60,181,Comedy
tt0082348,Excalibur,1981,1981-04-10,"11000000",34967436,34967436,,7.30,62111,Adventure
tt0119086,Excess Baggage,1997,1997-08-29,"0",14515490,14515490,,5.30,13464,Action
tt0104215,Excessive Force,1993,,,1152117.0,1152117.0,,5.30,1369,Action
tt0116253,Executive Decision,1996,1996-03-15,"55000000",56569216,56569216,,6.50,57614,Action
tt10648440,Exit,2019,,,69501776,470699.0,69031072,7.00,6162,Action
tt0242445,Exit Wounds,2001,2001-03-13,"50000000",79958600,51758600,28200000,5.60,35553,Action
tt0109758,Exit to Eden,1994,1994-10-14,"0",6841570.0,6841570.0,,4.20,6982,Comedy
tt1528100,Exodus: Gods and Kings,2014,2014-12-03,"140000000",268175632,65014512,203161120,6.00,168877,Action
tt0076009,Exorcist II: The Heretic,1977,1977-06-17,"14000000",30749142,30749142,,3.80,24827,Horror
tt0204313,Exorcist: The Beginning,2004,2004-08-20,"80000000",78110024,41821984,36288036,5.10,37028,Horror
,Exotica,1995,,,4221036.0,4221036.0,,,,
tt0089114,Explorers,1985,1985-07-12,"25000000",9873044.0,9873044.0,,6.40,22169,Adventure
tt0087229,Exterminator 2,1984,,,3739406.0,3739406.0,,4.50,2451,Action
tt6690310,Extraordinary Mission,2017,2017-03-31,"0",22757764,54174.0,22703590,6.20,818,Action
,Extreme,1999,,,16653175,12475172,4178003.0,,,
tt9541602,Extreme Job,2019,,,119932736,1565885.0,118366848,7.00,10467,Action
tt0116259,Extreme Measures,1996,1996-09-27,"38000000",17380126,17380126,,6.20,19705,Crime
tt0283160,Extreme Ops,2002,2002-11-27,"40000000",10959475,4842259.0,6117216.0,4.40,5545,Action
tt0092997,Extreme Prejudice,1987,1987-04-24,"0",11307844,11307844,,6.60,7625,Action
tt0477302,Extremely Loud & Incredibly Close,2011,2011-12-24,"40000000",55247880,31847880,23400000,6.90,102136,Adventure
tt0091024,Extremities,1986,1986-08-22,"0",13418091,13418091,,6.30,3929,Drama
tt0116260,Eye for an Eye,1996,1996-01-12,"20000000",26877588,26877588,,6.10,16769,Crime
,Eye in the Sky,2016,,,35259652,18704596,16555058,,,
tt0120662,Eye of the Beholder,1999,1999-09-04,"15000000",17589704,16500786,1088919.0,5.00,15483,Drama
tt0082351,Eye of the Needle,1981,1981-07-24,"0",17583634,17583634,,7.10,10836,Romance
tt0120663,Eyes Wide Shut,1999,1999-07-14,"65000000",162091200,55691208,106400000,7.50,338076,Drama
tt0077530,Eyes of Laura Mars,1978,1978-08-02,"7000000",20000000,20000000,,6.10,10558,Mystery
tt0082352,Eyes of a Stranger,1981,1981-02-11,"800000",1118634.0,1118634.0,,5.90,2836,Horror
tt0082353,Eyewitness,1981,1981-02-13,"0",6400000.0,6400000.0,,6.00,5244,Crime
tt1801051,Eyyvah Eyvah 2,2011,,,24792348,,24792348,6.60,14814,Comedy
tt0077531,F.I.S.T.,1978,1978-04-26,"11",20388920,20388920,,6.40,8007,Crime
tt0089118,F/X,1986,1986-02-07,"0",20603716,20603716,,6.70,20313,Action
tt0101846,F/X2,1991,1991-04-16,"16400000",21082164,21082164,,5.80,11014,Action
